imdb_id,directors,writers
tt1202540,nm0802086,nm3853107|nm0419651
tt1210356,nm0795661,nm0438494|nm0795661|nm1802377
tt1213928,nm0007144,nm0007144|nm2792110|nm2020215|nm3017875
tt1214948,nm1319205,nm1818188|nm2974975|nm1030391|nm2333804
tt1216300,nm2260731,nm2253160|nm2260731|nm1300956
tt1218345,nm2980812,nm3097634|nm2980812|nm2936280
tt1220718,nm2986415,nm2984553|nm3473953|nm2986415|nm1387177|nm2986298|nm3474298|nm1258512
tt1221139,nm0070867,nm0592784|nm0070867
tt1221147,nm0592803,nm3806088|nm0592803|nm1305877|nm2701835|nm3277398
tt1223922,nm3051114,nm3051114|nm1190754
tt1224454,nm1574172,nm1574172|nm1576953|nm0765454|nm0576392|nm3564296
tt1227524,nm0474398,nm0474398
tt1227762,nm1223910,nm1318670|nm1223910|nm1330994|nm1937760
tt1228707,nm0802692,nm1196064|nm0025607|nm2390228|nm2872548
tt1229366,nm0415514,nm1145539|nm1182352
tt1229390,nm0903423,nm1754432|nm0063357|nm0820208|nm0903423
tt1230165,nm0438461,nm1027719|nm3306073|nm0438461
tt1230448,nm0698184,nm2170955|nm0698184|nm1399170|nm0820208
tt1236441,nm1335378,nm1575936|nm3872633
tt1236470,nm1768798,\N
tt1239276,nm0576559,nm1821635|nm0576559
tt1241334,nm1456124,nm1193605|nm1830865|nm1456124
tt1242530,nm0332950,nm0332950|nm1402904|nm1796962|nm3220599
tt1242782,nm1433566,nm1028832|nm1433566
tt1242843,nm0890060,nm0576392|nm2864993
tt1244093,nm0528337,nm0528337|nm5500708
tt1245732,nm0536705,nm0536705|nm0707382
tt1245774,nm1055105,nm1055105|nm4189844|nm1430447|nm4190742|nm1394917|nm1173370|nm4191005|nm4189281|nm1320327
tt1252292,nm3056909,\N
tt1252488,nm0222427,nm1879189|nm1150796|nm2346340|nm0155027|nm2336554|nm2021383|nm3057599|nm0759785
tt1252544,nm2637544,nm0080324|nm3058378
tt1252594,nm7665605,nm3225915|nm3079368
tt1252596,nm0764316,nm3454870|nm0764316|nm3125553
tt1252614,nm1583603,nm1583603|nm7734003
tt1255873,nm3704744|nm2342835,nm3704744|nm0759785
tt1255951,nm0698184,nm2112742|nm3262915|nm0698184|nm3270567|nm2539894
tt1260689,nm2967962,nm3090094|nm1847867|nm3071526|nm1937760|nm1258512
tt1261047,nm0440604,nm1758779|nm0440604|nm2779145|nm1666431
tt1263679,nm0201903,nm0201903|nm2267559
tt1265654,nm1338381,nm0052284|nm3081863
tt1266545,nm2031002,\N
tt1266583,nm1723225,nm1815907|nm3179723
tt1267400,nm2399862,nm0795649
tt1274295,nm0080235,nm3688789|nm1805418|nm1322477|nm0223526|nm0080235
tt1275863,nm1665004,nm1665004
tt1278447,nm0422551,nm0422551|nm2333804
tt1279105,nm0009302,nm2333804|nm2596576|nm4134145
tt1281902,nm0311678,nm0694959
tt1285241,nm1027719,nm1027719|nm0015287|nm0451311|nm6167937|nm8661566
tt1285245,nm3114227,nm4470681|nm3114227|nm1977727|nm1195250|nm0592795|nm3277398
tt1286525,nm0873035,\N
tt1286766,nm0438494,nm0438494|nm0795661
tt1287847,nm1200832,nm0592794|nm3125871|nm1200832
tt1288638,nm3125271,nm1334513|nm1656334
tt1292642,nm2366197,nm2366197|nm3133679
tt1292703,nm1962313,nm1962313|nm1257497|nm2286188
tt1297447,nm0195934,nm0718764
tt1301698,nm0080333,nm0080333|nm0223475|nm3057599|nm0759785
tt1305840,nm1473010,nm1473010|nm2980911|nm3720524|nm3204856|nm3736471
tt1309561,nm1194320,nm2586977|nm2352043|nm1194320|nm3258929|nm3270567|nm1242454
tt1312135,nm3172019,nm1687108|nm3171761|nm3184312|nm3172019|nm2858322
tt1315590,nm1340064,nm3179089|nm3179044|nm1969382
tt1319716,nm0149446,nm0149446|nm0074488
tt1322257,nm1063072,nm3378518|nm0576570
tt1323568,nm0363056,nm1376084
tt1324059,nm2209781,nm2209781|nm1145539
tt1324076,nm0863120,nm1520918|nm0863120
tt1326149,nm0151546,nm0151546|nm0451168
tt1327833,nm0994603,nm1515299|nm1242454
tt1328634,nm1203138,nm0159147|nm2196143
tt1334470,nm0711745,nm0711745|nm1715502
tt1340838,nm1887138,nm2333804|nm3270567|nm2756464|nm1887138
tt1345777,nm1322477,nm0080235|nm0223526|nm1322477
tt1351224,nm0361407,nm0159167
tt1353093,nm0903423,nm0903423
tt1363125,nm0612730,nm2579028|nm4440610
tt1363363,nm0151305,nm0415514|nm3258929
tt1368453,nm0007147,\N
tt1369669,nm0802725,nm1445297|nm3924045|nm1633120|nm1195250|nm1575438|nm0759785
tt1370429,nm1354763|nm1356032,nm1356032|nm1354763|nm3305275|nm3870757|nm3463234|nm1879189|nm3454456
tt1372266,nm0802725,nm3849592|nm1212517|nm1445297|nm1977727|nm3849430|nm0451326|nm2083709|nm0795651
tt1372304,nm2207254,nm4498783|nm2579028
tt1372681,nm3328918,nm3378055|nm3378345
tt1372694,nm0665548,nm0665548|nm0759785
tt1373156,nm3351620,nm3351620
tt1375789,nm0122217|nm0122216,nm1209132|nm1375524
tt1388903,nm0795664,nm0015287|nm0795664
tt1391544,nm1084488,nm1879189|nm1665978|nm0792767|nm1084488
tt1392744,nm1264481,nm2168111|nm2286188|nm1264481|nm1375524|nm3154301
tt1395025,nm1437189,nm4914249|nm1437189
tt1395054,nm0527453,nm1802449|nm8075107|nm2980183
tt1396208,nm1150959,nm1030391|nm0438089|nm1330994|nm1937760
tt1397492,nm0070867,nm0471389|nm1791661|nm4007590|nm0592784
tt1404573,nm0613517,nm2346340|nm2336554|nm1571874|nm3804828|nm3981684|nm2678319
tt1414849,nm0756487,nm3406397|nm1563127
tt1420539,nm2484181,nm1934305|nm1977727|nm1185342|nm2484181
tt1425618,nm0612730,nm2980911|nm0612730
tt1431122,nm0063357,nm1178114|nm1934305|nm0025607|nm0063357|nm2333804
tt1433810,nm1444479,nm1444479
tt1433905,nm1460159,nm0080327|nm2333804|nm2366632|nm1182352|nm2678319
tt1434447,nm0024912,nm1156290
tt1437367,nm1011407,nm1011407|nm4423914
tt1438298,nm0080220,nm0080220|nm1818188|nm2291548|nm4189281
tt1438486,nm0474856,nm0025607|nm2971326|nm2170955|nm3454456|nm1948506
tt1442583,nm1328817,nm1030391|nm4225777|nm1328817|nm3286425
tt1446055,nm1062896,nm1358885|nm0408534|nm1242454
tt1447508,nm1338845|nm3470556,nm4600119|nm1618886|nm4605313|nm3470556|nm4606725|nm0788916
tt1451797,nm0890060,nm3500540|nm3133679|nm2864993|nm3510046|nm3921550
tt1454012,nm0385758,nm3485154|nm0030116|nm0385758|nm1178697
tt1454461,nm0803350,nm1879189|nm1856840|nm3343246|nm1190754|nm1967381
tt1455811,nm0698184,nm2112742|nm0698184|nm0706861|nm4119037
tt1455816,nm1739317,nm1209132|nm1190754|nm0759785
tt1465488,nm3054406,nm3054406|nm3133679
tt1465493,nm2031002,nm1656334|nm2265536|nm0451174
tt1471247,nm3538058,nm3538058
tt1479667,nm3558297,nm3871075|nm3806726|nm0665374|nm3057599|nm3806212
tt1479857,nm2193526,\N
tt1483815,nm3563150|nm3041478,nm3555135|nm3563530
tt1499201,nm1893457,nm4297861|nm1893457|nm1318670|nm4298729|nm2333804|nm3613395
tt1503640,nm3597507,nm0720252|nm1242272
tt1508950,nm1082555,nm1178114|nm4546219
tt1512220,nm2352043,nm2352043|nm3614590
tt1512321,nm1334468,nm2748159|nm3823146|nm1334468|nm1386102|nm1430447|nm1536608|nm3822958
tt1522329,nm2260731,nm2333804|nm3270567|nm1802377
tt1532957,nm2669564,nm2669564
tt1535467,nm0012541,nm0012541|nm1944259|nm2101751|nm1305136
tt1543205,nm1587012,nm0030116|nm0052284|nm0410870
tt1558578,nm1200832,nm1209132|nm1318670|nm1977727|nm1200832|nm3831027
tt1562871,nm1025280,nm0073026|nm2837117|nm1145539|nm0451321|nm1399170|nm1025280|nm8661566
tt1562872,nm0015295,nm1027719|nm1030373|nm0015295|nm10360928
tt1563732,nm2312263,nm2312263
tt1570417,nm2864164,nm3542598|nm3679722|nm2864164|nm1430447|nm4602224
tt1571204,nm0300638,nm0244335
tt1572311,nm0007134,nm1318670|nm2101751|nm1441883|nm1145655
tt1573072,nm1349318,nm2101751|nm1349318|nm0618898|nm0759785|nm1258512|nm1179457
tt1573482,nm1154600,nm3119556|nm3793343|nm1154600|nm3792704|nm1238337|nm1722737|nm0706861|nm1241555|nm3804828
tt1578261,nm1538135,nm1538135|nm1318670|nm1149334|nm3065956
tt1579530,nm0684314,\N
tt1594964,nm0612730,nm0080139|nm1007381
tt1596723,nm0803350,nm1856840|nm3343246|nm4493200
tt1600439,nm0080333,nm0080333|nm0223475|nm0621251|nm3057599|nm0759785|nm2143112|nm4482862
tt1605778,nm2366663,nm1879189|nm1190754|nm3270567|nm2279768|nm1258512
tt1605790,nm1131933,nm0015287|nm1131933|nm3825358|nm3824759|nm3204856
tt1606162,nm0051721,nm3248321|nm3816881
tt1606267,nm1224879,nm1618886|nm3971343
tt1607607,nm0713615,\N
tt1608768,nm0542498,nm2263457|nm3871075|nm0542498|nm3562320|nm2590575
tt1608777,nm1962313,nm1962313|nm2885983
tt1609147,nm0897196,nm0897196
tt1610418,nm3828156,nm0015287|nm2097520|nm3367804
tt1610452,nm1834891,nm3814301|nm1964923|nm1834891
tt1612573,nm3830958,nm3830958|nm3825992
tt1612611,nm3085237,nm3085237
tt1618430,nm1391682,nm1743389|nm1709471|nm1356270
tt1620620,nm0031967,nm3845586|nm0031967
tt1620719,nm3508781,nm0795651|nm3508781
tt1620907,nm1825239,nm4555421|nm0881418
tt1620933,nm0223606,nm1538581|nm0223606
tt1620971,\N,nm1030391|nm1277085|nm0762779
tt1627924,nm0438488,nm0042341|nm0438488
tt1629241,nm0698184,nm2170955|nm0759785|nm3154301|nm4066731
tt1629260,nm0315912,nm0025607|nm2279043
tt1629295,nm0994603,nm1257497|nm2792671|nm1515299|nm0994603
tt1629376,nm0080235,nm0094037|nm0730422|nm0080235
tt1629391,nm0788855,nm1880408|nm0788855
tt1629424,nm0451173,nm0451173|nm4635819
tt1629715,nm1201747,nm1201747|nm4504829
tt1630282,nm0196375,nm0196375
tt1630613,nm3867923,nm3804828|nm3875061|nm3867923
tt1634329,nm1576990,nm3875118|nm10096511|nm2680506|nm1576990
tt1639426,nm0003939,nm0003939|nm0440604|nm4392112|nm4392385
tt1646217,nm2637116,nm2637116|nm1242454
tt1649760,nm2557280,nm3814301|nm3906645|nm5213313|nm3760511|nm2390228
tt1663647,nm1552541,nm2533316|nm3876222|nm1248879
tt1666184,nm2771884,nm3673852|nm2333804|nm2864993|nm4426797|nm2771884
tt1667076,nm1150656,nm1687108|nm1571874|nm2022237|nm1190754|nm0759785|nm1343477|nm2858322
tt1667838,nm1159647,nm1159647
tt1673411,nm0474856,nm0415538|nm2170955|nm0474856|nm0759785|nm0820208
tt1680317,\N,nm0552042
tt1692184,nm1381756,nm0023551|nm0269806|nm0408526|nm3990038|nm2136576
tt1692213,nm3990464,\N
tt1694542,nm2399862,nm2402576
tt1695793,nm3996936,nm3996936|nm4191232
tt1696191,nm0756313,nm1618867|nm0756313
tt1703958,nm2439708,nm2439708|nm2567850
tt1704680,nm2103347,nm2103347
tt1706317,nm0698184,nm0080327|nm2336554
tt1708453,nm0698184,nm0080327|nm2336554|nm1030391|nm0452021|nm0474069
tt1714832,nm1964923,nm1964923|nm2977054
tt1720254,nm0063357,nm3217969|nm1178114|nm1934305|nm0063357|nm3814301|nm2333804|nm3262915
tt1722425,nm3009758,nm3009758|nm1242454
tt1727496,nm1055105,nm1055105|nm0155027|nm2333804|nm1305877|nm2817166|nm3270567|nm4082640
tt1728239,nm0409791,nm2346340|nm1571874|nm2678319
tt1728986,nm1460159,nm1182352|nm2678319|nm2260872
tt1729637,nm0796504,nm1480864|nm1375524|nm0796504
tt1734110,nm2955107,nm3814301|nm2955107
tt1736552,nm0509409,nm2818287|nm0048802|nm0770360|nm0899408|nm3728819
tt1738293,nm0438089,nm0438089
tt1740710,nm1804614,nm1804614
tt1742307,nm2581582,nm1536866
tt1744641,nm2709116,nm2709116|nm4003994
tt1745753,nm3392871,nm1781121|nm3185792|nm3392871|nm3392915
tt1753640,nm1887138,nm2333804|nm1887138|nm1802377
tt1772872,nm3218978,nm1027719|nm0015287
tt1773015,nm1378015,nm1378015|nm3831027|nm1670837
tt1773109,nm1334468,nm2330238
tt1773764,nm1628153,nm1628153|nm2805503|nm2803251|nm4190866
tt1781838,nm4191586,nm1768251|nm4191586
tt1784589,nm0122216|nm0122217,nm1774042|nm4769297|nm1819881|nm1575062|nm2907705
tt1785333,nm1773757,nm1773757|nm1773569
tt1787988,nm1030373,nm1027719|nm0440604|nm0015295|nm1030373|nm8722073
tt1801521,nm2329841,nm4658195|nm1199935|nm2329841|nm1881079|nm4556102
tt1805263,nm4244515,nm1538581|nm6873618|nm4244515|nm2787262
tt1806913,nm1460159,nm1460159|nm1182352|nm2260872|nm2678319
tt1808221,nm0521921,nm0521921|nm4246495
tt1809399,nm4250442,nm1198745|nm3359509|nm0795661|nm4250442
tt1814619,nm4258925,nm4258925|nm9929249
tt1821480,nm1223910,nm1223910|nm4298729|nm1330994|nm1937760|nm1399188|nm4449370
tt1821692,nm4273332,nm4015545|nm4273332
tt1825655,nm1017494,nm2813440
tt1825801,nm1913302,nm1913302|nm2390228
tt1826051,nm0214358,nm0214358
tt1826763,nm4286800,nm2357342|nm4286800
tt1828289,nm0223606,nm0223606|nm9092455|nm1520918
tt1830786,nm0223522,nm0155027|nm1182352
tt1833673,nm1715502,nm1715502|nm0159147
tt1836912,nm2349060,nm3871075|nm4599511|nm2349060|nm4501231|nm4607269
tt1839596,nm1665004,nm1665004|nm2813440
tt1841542,nm2134474|nm4318159,nm2134474|nm3704744|nm1238337|nm4318159
tt1847736,nm0332866,nm0332866
tt1848771,nm0422552,nm0422552|nm0707304
tt1849067,nm4339734,nm2310278
tt1849718,nm1633551,nm5194460|nm1633551|nm0592795
tt1855268,nm2710488,nm1300956|nm2710488|nm3236488
tt1867064,nm4376891,nm4376891
tt1867070,nm1805326,nm4387169|nm4386298
tt1869296,nm0700872,nm4189429|nm0700872|nm4488268
tt1877691,nm2327068,nm2327068|nm2016161
tt1883121,nm1210614,nm1210614|nm1437485|nm4471946
tt1884268,nm3125271,nm1879189|nm0025607|nm4299305|nm3876222|nm3049526|nm1656334
tt1886663,nm4408957,nm3778677|nm3435209
tt1887763,nm0080333,nm1781121|nm1004422|nm8661566
tt1887817,nm1231581,nm1231581
tt1890363,nm1892252,nm1892252|nm1888204
tt1890513,nm4415009,nm4414872|nm4415009|nm2390228|nm4217565|nm4415007
tt1891884,nm0527453,nm1802449|nm2980183
tt1895476,nm4420679,nm0315916
tt1900937,nm2244634|nm4425804,nm1977727|nm2247101|nm2937417
tt1907761,nm1244760,nm1244760
tt1916728,nm1354763|nm1356032,nm1354763|nm1356032|nm3305275|nm3870757|nm0759785|nm4441122
tt1918886,nm1145655,nm1145655
tt1918965,nm1887138,nm0080315|nm2756464
tt1920986,nm0092555,nm0092555
tt1926313,nm3060331,nm3060331|nm4465973|nm4465871
tt1934231,nm2356415|nm3218978,nm9722456|nm2356415
tt1937092,nm1835066,nm1835066|nm2837117|nm3002771|nm4469464
tt1939654,nm2625699,nm2625699|nm2680506
tt1941638,nm2813440,nm2813440
tt1942905,nm0795649,nm0795649
tt1947973,nm1302401,nm0661494|nm3128043|nm1400869|nm0795651
tt1948047,nm1687944,nm1687944|nm4485206
tt1948150,nm1460159,nm1419055|nm1182352|nm2678319|nm2260872
tt1949548,nm1055105,nm1055105|nm9808611|nm1145539|nm1173370
tt1954206,nm0527453,nm1802449|nm2980183|nm8661566
tt1954470,nm0440604,nm4556524|nm0440604|nm4556473|nm5113220
tt1954470,nm0440604,nm4556524|nm0440604|nm4556473|nm5113220
tt1954598,nm1834891,nm0080157|nm0159147|nm1964923
tt1956433,nm1056425,nm5060952|nm1430447|nm5060941|nm3128043|nm5060956|nm3070979|nm1670837|nm1056425
tt1961530,nm0004564,nm0004564|nm1190754|nm4748023|nm4748546
tt1971310,nm1068905,nm4830605|nm0322791|nm1068905
tt1971365,nm0080333,nm0080333|nm0223475|nm1004422
tt1980970,nm4533509,nm6200000|nm4533509|nm4533837
tt1980986,nm1349318,nm1571874|nm1349318|nm0618898|nm2678319|nm2260872
tt1985981,nm2539328,nm2539328|nm3065956|nm1179457
tt1986040,nm2898003,nm2898003|nm0006689
tt1992138,nm1723225,nm1069826|nm1937760
tt1999935,nm0890060,nm3500540|nm7844665
tt2008498,nm0997778,nm1022269
tt2008530,nm1910832,nm1007381|nm10393752
tt2008546,nm0796505,nm0999225
tt2008624,nm1934641,\N
tt2008631,nm0997778,\N
tt2009481,nm1042581,\N
tt2009592,nm1644474,nm1644474
tt2011178,nm1347107,\N
tt2011180,nm0802692,\N
tt2012576,nm4559842,nm3751278|nm4559842
tt2015304,nm1253364,\N
tt2016894,nm1203138,nm0159147|nm1203138|nm1305877
tt2016931,nm2528230,\N
tt2023645,nm0223475,nm0080333|nm0223475|nm3057599
tt2023669,\N,\N
tt2027138,nm1966139,nm4375423|nm1966139
tt2032530,nm1342923,nm1342923
tt2033947,nm1085096,nm1085096|nm1098462|nm1249226
tt2034011,nm2625699,nm2625699|nm2680506|nm4625922
tt2057441,nm2168111,nm4202937|nm2101751|nm4670769|nm2730141
tt2063745,nm0704694|nm2264108,nm2748159|nm2286188|nm0347899|nm4683095|nm3750355
tt2066062,nm1333986,nm1333986|nm5498584|nm8393595
tt2066925,nm2793225,nm2793225
tt2072227,nm1962313,nm0890825|nm1257497|nm1962313
tt2073070,nm0223606,nm1538581|nm0223606
tt2082197,nm1397301,nm1397301|nm6215655|nm1821635
tt2094854,nm0592803,nm0592803
tt2100543,nm0996945,nm0996945
tt2100612,nm0754776,nm0754776
tt2104937,nm1007381,nm1007381|nm0223475|nm2639962|nm3976058
tt2106537,nm0080235,nm0080235|nm1322477
tt2112124,nm1460159,nm1112260|nm1182352|nm0080327|nm2260872|nm2678319
tt2112131,nm0451170,nm0795651
tt2112978,nm2093619,nm2093619|nm2370798
tt2122340,nm1907581,nm0006765|nm1907581|nm0386246|nm3294070
tt2126282,nm1069826,nm2286188|nm3585776|nm1069826|nm2311967
tt2130242,nm4562662,nm3780588|nm8201799
tt2137241,nm2087302,nm0438461|nm3306073|nm1027719
tt2140465,nm2399862,nm2402576
tt2140465,nm2399862,nm2402576
tt2145675,\N,\N
tt2150177,nm0665548,nm0665548|nm4938422|nm7447165|nm5415000|nm1655159
tt2156785,nm0451835,nm0451835|nm3882793|nm0795651|nm1802377
tt2158633,nm1206032,nm1206032
tt2164702,nm1082555,nm1300956
tt2167753,nm0997778,\N
tt2168910,nm1223294,nm1665004|nm5068934
tt2171454,nm5074529,nm4359813
tt2172071,nm0424103,nm1028832|nm1145539|nm0424103
tt2175671,nm1680452,nm1680452
tt2176013,nm0007181,nm0159147|nm0080157
tt2178470,nm2209781,nm4990507|nm2209781
tt2178508,nm2903076|nm0222427,nm0080327|nm7248508|nm2903076
tt2181831,nm0576554,nm5201579|nm0576554
tt2181931,nm1903006,nm1903006
tt2184125,nm1267029,nm10366739|nm1403790
tt2185084,nm5088926,nm5088926|nm5337809|nm5337798
tt2186731,nm0890060,nm3406353
tt2187972,nm0781756,nm0080220|nm2291548
tt2188805,nm1586798,nm1586798
tt2188811,nm4858383,nm4858617|nm1191768|nm4858360
tt2188893,nm0536705,nm0784044
tt2190820,nm2132775,nm1748072|nm2132775
tt2191164,nm3391111,nm3391111
tt2191641,nm1334468,nm4861339|nm3536895|nm7609854
tt2191721,nm1462820,nm1462820|nm2016161
tt2196638,nm3283906,nm1164921|nm3283906|nm0627303
tt2198235,nm1193115,nm1193115
tt2199711,nm0352032,nm2832163|nm0352032|nm0864605
tt2202086,nm1209849,nm3406353
tt2203308,nm1887138,nm2756464
tt2208248,nm0223335,\N
tt2211133,nm4877064|nm4877866,nm4877064|nm4877866
tt2213054,nm0438461,nm2746459|nm0438461|nm1805418|nm3306073
tt2215163,nm3578603,nm2767023|nm4882484|nm3578603
tt2215477,nm0080220,nm0080220|nm0000636|nm3789785|nm5969139
tt2216852,nm5160867,\N
tt2222550,nm1022024,nm0080333|nm1300956
tt2222716,nm5118627,nm5118627|nm4765978
tt2224313,nm4735289,nm3420541|nm4735289|nm4886849
tt2224317,nm0003939,nm0377958|nm1818188|nm0440604|nm0003939
tt2229842,nm2024446,nm3378055|nm3378345|nm2576176|nm3871075
tt2229848,nm0223522,nm0223522|nm3065956|nm0660936|nm2678319|nm2260872
tt2232524,nm1186435,nm1186435
tt2243336,nm5137243,nm0795651
tt2246595,nm2262560,nm2262560|nm1300956|nm3179723
tt2246724,nm2955107,nm2955107|nm5151578
tt2251552,nm5148918,nm5148918
tt2255934,nm2590202,\N
tt2256514,nm5151261,nm5151261|nm1300956
tt2265191,nm3796324,nm3253318|nm3796324
tt2275794,nm1159647,nm1159647|nm1656334
tt2275802,nm0422552,nm0422552|nm0707304
tt2283748,nm1084488,nm2276202|nm1084488
tt2283894,nm0878674,\N
tt2292625,nm0422552,nm0422552|nm1834338|nm0707304|nm3822958
tt2294685,nm4466728,nm5195567
tt2301141,nm0534877,\N
tt2302416,nm2941662,nm2941662
tt2306635,nm0611535,\N
tt2308773,nm1964923,nm0159147|nm1964923
tt2309764,nm1460159,nm1460159|nm1182352|nm2260872|nm2678319
tt2309987,nm1892252,nm0080333|nm1888204
tt2317103,nm3283556,nm3283556|nm4962864|nm4963638|nm5150451|nm4558429
tt2317135,nm4962135,nm7590646
tt2317337,nm1999473,nm4962323
tt2318401,nm3749594,\N
tt2321492,nm5197715,nm0659238|nm2832163|nm5198351|nm5199380
tt2323964,nm4355606,nm4355606|nm4202937|nm3002771|nm4082640
tt2327389,nm3896655,nm3896655
tt2334779,nm0802084,nm0802084|nm4022028
tt2337292,nm5218083,nm5218083|nm5143810|nm5217911|nm3547090
tt2338151,nm0386246,nm0386246|nm0430785
tt2339549,nm2031002,nm2031002
tt2341766,nm1391682,nm0333818|nm0759270|nm4147929|nm1391682|nm1743389
tt2344678,nm1349318,nm0706484|nm1349318|nm2260872|nm2678319
tt2346744,nm3805636,nm5416061|nm1185342|nm8293611
tt2347289,nm3075046,nm3075046|nm4387169
tt2350496,nm3592235,nm3592235|nm3035236
tt2354407,nm0463316,nm1836811|nm0080327|nm0463316
tt2356180,nm1018493,nm1149334
tt2356959,nm1189376,nm2101751|nm1190754|nm3139460
tt2357926,nm0222150,nm1209132|nm1802785
tt2359810,nm2399862,nm2402576
tt2361746,nm2396167,nm2396167
tt2362778,nm0223606,nm0223606|nm1520918
tt2367056,nm5240719,nm5240719
tt2372222,nm0618898,nm2056772|nm1802449|nm2052121|nm0618898|nm2746459
tt2372678,nm2831530,nm2746459|nm2831530|nm4990507
tt2375567,nm4996262,nm4996262
tt2377938,nm3109770,nm3109770
tt2378057,nm5021208|nm5021698,nm5021208|nm5030669
tt2385104,nm0012541,nm0012541|nm1937760|nm1330994|nm1145539
tt2387495,nm4244515,nm6873618|nm5201579|nm2787262
tt2389486,nm5265679,nm5265679|nm3555217
tt2392447,nm1028832,nm1028832|nm1179457
tt2395469,nm0015295,nm0015295|nm1030373|nm6620426|nm1238337
tt2401719,nm3262773,nm2896726|nm5066370|nm4465973|nm3262773|nm5073008
tt2402131,nm2067985,nm2067985|nm5147563
tt2402745,nm5059583,nm5059371|nm5059583
tt2403201,nm2557565,nm5061774|nm5061847
tt2404027,nm3720444,nm2474980|nm3125553
tt2404187,nm3588814,nm5066027
tt2404519,nm3378055|nm3378345,nm3378055|nm3378345|nm4465973
tt2406636,nm0890060,\N
tt2406676,nm1568319,nm0080235|nm0788889
tt2408040,nm5120912,nm1937760
tt2417560,nm2859182,nm2859182
tt2423132,nm3060331,nm3060331
tt2424988,nm3758453,nm1436693|nm1802449|nm9130528
tt2424988,nm3758453,nm1436693|nm1802449|nm9130528
tt2429640,nm2253160,nm0080315|nm1523747|nm1300956|nm3536895
tt2429930,nm5301256,nm5301664|nm3128587
tt2435680,nm1637520,\N
tt2436516,nm1354763|nm1356032,nm1354763|nm0447240|nm3305275|nm1356032|nm3463234
tt2437954,nm0788858,nm1100075
tt2438764,nm5310667,nm5310667
tt2461132,nm0007134,nm4904771|nm0007134|nm1190754
tt2476154,nm0409791,nm1571874|nm1179457
tt2530468,\N,\N
tt2551378,nm0223606,nm0223606|nm5984483
tt2554042,nm5412321,nm1655159|nm5415000
tt2556308,nm1436693,nm1436693|nm8722073
tt2571140,nm3051114,nm1440053|nm1437907|nm2260872|nm2678319
tt2573750,nm2265536,nm2265536|nm3451648
tt2574698,nm1804614,nm1804614|nm1300956
tt2585654,nm5443224,nm5443224
tt2609218,nm1022024,nm6382829|nm3002771
tt2612924,nm5455809,nm5455809|nm0333033
tt2613424,nm2549435,nm2549435
tt2613668,nm1487785,\N
tt2613942,nm0880323,nm9767354
tt2614722,nm3573399,nm3573399
tt2615584,nm0764316,nm0764316
tt2619760,nm5459869,\N
tt2621000,nm1378015,nm1378015
tt2622130,nm1739402,nm1375524
tt2622302,nm2116437,\N
tt2624852,nm0471499,nm0471499|nm5586871|nm5052862
tt2630076,nm0409791,nm0961391
tt2644446,nm5479546,\N
tt2658126,nm0315889,nm1937760
tt2668860,nm5498803,\N
tt2675978,nm1322477,nm0080235|nm1322477|nm2929815
tt2676334,nm2095729,nm3827418|nm2488824|nm2486148|nm2489373
tt2679480,nm3536895,nm3536895
tt2691010,nm2597152,nm2597152
tt2699840,nm1805430,nm3760511|nm1805430
tt2706264,nm0698184,nm2170955|nm3742134|nm2284321|nm1399170
tt2708550,nm0539573,nm5522282|nm0539573|nm6054966
tt2708644,nm1840921|nm1066482,nm0103932|nm1840921|nm0752922|nm1066482
tt2710158,nm1340064,\N
tt2727028,nm0633106,nm0361828|nm5864295|nm3109770|nm0670808
tt2759338,nm4466728,nm3552176|nm5195567|nm5676754
tt2762334,nm0223522,nm1571874|nm1179457
tt2767712,nm2981154,nm2981154
tt2782954,nm0905561,\N
tt2784646,\N,\N
tt2784992,nm2808767,\N
tt2796318,nm2735803,nm3865222|nm2735803
tt2797242,nm0015295|nm1962313|nm0424103|nm0440604,nm0015295|nm1962313|nm0424103|nm1030373|nm0440604|nm9036792
tt2800452,nm4766683,nm2286188
tt2802062,nm5596139,nm2974975|nm5596139
tt2804026,nm1387177,nm1387177
tt2806788,nm1805326,nm1805326|nm5602969
tt2814372,nm3469020,nm3469020
tt2848824,nm3125271,nm5785272|nm1218230
tt2855648,nm1999473,nm2009626|nm4962323|nm5812265|nm1847980
tt2857500,nm2395487,nm5638747|nm9722456|nm4211915|nm5638174
tt2861320,nm0433893,nm2115854|nm1419055|nm0433893|nm2678319|nm2260872
tt2871010,nm1743389,nm1743389
tt2872050,nm7066534,nm5645554
tt2876408,nm5649895,nm3528193|nm5662040
tt2881776,\N,\N
tt2882328,nm0440604,nm4556524|nm0440604|nm4731845
tt2905838,nm1893457,nm1223910|nm1330994|nm0642277|nm1063072
tt2907156,nm7987302,nm7987302
tt2909396,nm1002422,nm1002422
tt2912578,nm2967962,nm0080333|nm2756464
tt2929690,nm1773569|nm3721662,nm1773569|nm3721662|nm5961159
tt2929840,nm2710488,nm2366632|nm2710488|nm2707543
tt2932606,nm1416352,nm1285700|nm1416352|nm5685980
tt2939912,nm1856787,nm1332681|nm1547713|nm1330994|nm0592795|nm2864993
tt2941856,nm1082555,nm0795651|nm1082555
tt2951576,nm0080157,nm0080157|nm3555217
tt2962230,nm0154269,nm0154269
tt2963974,nm3583700|nm5714434,nm3583700
tt2976172,nm1599403,nm1599403|nm2767023
